speaker	text	url	time	seconds_in	seconds_spoken	words_per_min	num_words
Chris Wallace 	You, in the course of these four years, have never come up with a comprehensive plan to replace Obamacare, and just this last Thursday you signed a largely symbolic Executive Order to protect people with pre-existing conditions five days before this debate. So my question, sir, is what is the Trump healthcare plan?	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=713.05#	11:53	713	23	138.260869565217	53
President Donald J. Trump 	Well, first of all, I guess I’m debating you, not him, but that’s okay. I’m not surprised. Let me just tell you something. There’s nothing symbolic. I’m cutting drug prices. I’m going with Favored Nations, which no President has the courage to do because you’re going against big pharma. Drug prices will be coming down 80 or 90%. You could have done it during your 47 year period in government, but you didn’t do it. Nobody’s done it. So we’re cutting healthcare.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=736.12#	12:16	736	24	205	82
Chris Wallace 	What about pre-existing conditions?	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=760.09#	12:40	760	0		4
President Donald J. Trump 	All of the things that we’ve done.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=760.29#	12:40	760	1		7
Vice President Joe Biden 	He has not done healthcare.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=761.99#	12:41	761	1		5
President Donald J. Trump 	I’ll give you an example. Insulin, it was destroying families, destroying people, the cost. I’m getting it for so cheap it’s like water, you want to know the truth. So cheap. Take a look at all of the drugs that what we’re doing. Prescription drug prices, we’re going to allow our Governors now to go to other countries to buy drugs because when they paid just a tiny fraction of what we do.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=762.82#	12:42	762	21	208.571428571429	73
Chris Wallace 	Okay, like I say, this is open discussion.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=783.52#	13:03	783	1		8
President Donald J. Trump 	This is big stuff.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=784.22#	13:04	784	2	120	4
Chris Wallace 	Sir, you’ll be happy. I’m about to pick up on one of your points to ask the Vice President, which is, he points out that you would like to add a public option to Obamacare.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=786.72#	13:06	786	11	190.909090909091	35
Vice President Joe Biden 	Yes.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=797.26#	13:17	797	0		1
Chris Wallace 	And the argument that he makes and other Republicans make is that that is going to end private insurance.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=797.57#	13:17	797	6	190	19
Vice President Joe Biden 	It is not.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=803.55#	13:23	803	2	90	3
Chris Wallace 	If I start asking the question.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=805.27#	13:25	805	1		6
President Donald J. Trump 	That’s not what your party says, by the way.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=806.51#	13:26	806	3	180	9
Chris Wallace 	And it will end private insurance and create a government takeover of health.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=809.01#	13:29	809	3		13
Vice President Joe Biden 	It does not. It’s only for those people who are so poor they qualify for Medicaid they can get that free in most States, except Governors who want to deny people who are poor Medicaid. Anyone who qualifies for Medicaid would automatically be enrolled in the public option. The vast majority of the American people would still not be in that option. Number one. Number two.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=812.81#	13:32	812	25	158.4	66
President Donald J. Trump 	Joe, you agreed with Bernie Sanders, who’s far left, on the manifesto, we call it. And that gives you socialized medicine.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=837.92#	13:57	837	7	180	21
Vice President Joe Biden 	Look, hey.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=844.9#	14:04	844	1	120	2
President Donald J. Trump 	Are you saying you didn’t agree?	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=845.64#	14:05	845	1		6
Vice President Joe Biden 	I’m not going to listen to him. The fact of the matter is I beat Bernie Sanders.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=846.82#	14:06	846	4	255	17
President Donald J. Trump 	Not by much.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=850.03#	14:10	850	0		3
Vice President Joe Biden 	I beat him by a whole hell of a lot.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=850.82#	14:10	850	2		10
President Donald J. Trump 	Not by much.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=852.17#	14:12	852	0		3
Vice President Joe Biden 	I’m here standing facing you, old buddy.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=852.84#	14:12	852	2	210	7
President Donald J. Trump 	If Pocahontas would have left two days early you would have lost every primary.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=854.8#	14:14	854	3		14
Vice President Joe Biden 	All he knows how to do-	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=857.56#	14:17	857	1		6
President Donald J. Trump 	On Super Tuesday, you got very lucky.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=858.37#	14:18	858	3	140	7
Vice President Joe Biden 	Look he’s the deal. I got very lucky. I’m going to get very lucky tonight as well.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=861.87#	14:21	861	2		17
President Donald J. Trump 	With what?	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=863.62#	14:23	863	0		2
Vice President Joe Biden 	And tonight I’m going to make sure.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=863.95#	14:23	863	2	210	7
President Donald J. Trump 	With what?	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=865.18#	14:25	865	0		2
Vice President Joe Biden 	Because here’s the deal, here’s the deal. The fact is that everything he’s saying so far is simply a lie. I’m not here to call out his lies. Everybody knows he’s a liar.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=865.58#	14:25	865	9	220	33
President Donald J. Trump 	But you agree. Joe, you’re the liar. You graduated last in your class not first in your class.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=874.5#	14:34	874	7	154.285714285714	18
Vice President Joe Biden 	God, I want to make sure-	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=881.07#	14:41	881	2	180	6
Chris Wallace 	Mr. President, can you let him finish, sir?	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=883.28#	14:43	883	1		8
Vice President Joe Biden 	No, he doesn’t know how to do that.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=884.29#	14:44	884	2	240	8
President Donald J. Trump 	You’d be surprised. You’d be surprised. Go ahead, Joe.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=886.47#	14:46	886	1		9
Vice President Joe Biden 	The wrong guy, the wrong night, at the wrong time.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=887.52#	14:47	887	4	150	10
President Donald J. Trump 	Listen, you agreed with Bernie Sanders and the manifesto.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=891.16#	14:51	891	4	135	9
Vice President Joe Biden 	There is no manifesto, number one.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=895.36#	14:55	895	2	180	6
Chris Wallace 	Please let him speak, Mr. President.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=897.09#	14:57	897	1		6
Vice President Joe Biden 	Number two.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=898.03#	14:58	898	0		2
President Donald J. Trump 	He just lost the left.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=898.72#	14:58	898	1		5
Vice President Joe Biden 	Number two.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=899.69#	14:59	899	2		2
President Donald J. Trump 	You just lost the left. You agreed with Bernie Sanders on a plan that you absolutely agreed to and under that plan [crosstalk 00:15:10], they call it socialized medicine.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=901.46#	15:01	901	12	145	29
Chris Wallace 	Mr. President.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=913.67#	15:13	913	1	120	2
Vice President Joe Biden 	I’ll tell you what, he is not for any help for people needing healthcare.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=914.59#	15:14	914	6	140	14
President Donald J. Trump 	Who is, Bernie?	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=920.77#	15:20	920	1	180	3
Vice President Joe Biden 	Because he, in fact, already has costs 10 million people their healthcare that they had from their employers because of his recession. Number one. Number two, there are 20 million people getting healthcare through Obamacare now that he wants to take it away. He won’t ever look you in the eye and say that’s what he wants to do. Take it away.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=921.36#	15:21	921	20	186	62
President Donald J. Trump 	No, I want to give them better healthcare at a much lower price, because Obamacare is no good.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=941.46#	15:41	941	4		18
Vice President Joe Biden 	He doesn’t know how. He doesn’t know how to do that.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=945.2#	15:45	945	1		11
President Donald J. Trump 	I’ve already fixed it.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=946.87#	15:46	946	1	240	4
Vice President Joe Biden 	He has never offered a plan.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=947.83#	15:47	947	2	180	6
President Donald J. Trump 	We’ve already fixed it to an extent. Obamacare, as you might know but probably don’t, Obamacare is no good.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=949.5#	15:49	949	5	228	19
Chris Wallace 	Gentlemen, you realize if you’re both speaking at the same time. Let the President. Go ahead, sir.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=954.45#	15:54	954	5	204	17
President Donald J. Trump 	Obamacare is no good. We made it better and I had a choice to make very early on. We took away the individual mandate. We guaranteed pre-existing conditions, but took away the individual mandate. Listen, this is the way it is. And that destroyed … They shouldn’t even call it Obamacare, then I had a choice to make, do I let my people run it really well or badly? If I run it badly, they’ll probably blame him, but they’ll blame me. But more importantly, I want to help people. Okay. I said, “You’ve got to run it so well.” And I just had a meeting with them. They said the problem is, no matter how well you run Obamacare, it’s a disaster. It’s too expensive. Premiums are too high, that it doesn’t work. So we do want to get rid of it. Chris, we want to get rid of that and give something that’s cheaper and better.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=959.07#	15:59	959	43	220.46511627907	158
Chris Wallace 	I understand that, sir. But I have to give you roughly equal time.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=1002.3#	16:42	1002	3		13
President Donald J. Trump 	Go ahead.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=1005.04#	16:45	1005	0		2
Chris Wallace 	Please let the Vice President talk, sir.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=1005.21#	16:45	1005	2	210	7
President Donald J. Trump 	Good.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=1007.49#	16:47	1007	1		1
Vice President Joe Biden 	He has no plan for healthcare.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=1008.45#	16:48	1008	2	180	6
President Donald J. Trump 	Of course, we do.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=1010.95#	16:50	1010	2	120	4
Chris Wallace 	Please.	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=1012.21#	16:52	1012	0		1
Vice President Joe Biden 	He sends out wishful thinking. He has Executive Orders that have no power. He hasn’t lowered drug costs for anybody. He’s been promising a healthcare plan since he got elected. He has none, like almost everything else he talks about. He does not have a plan. He doesn’t have a plan. And the fact is this man doesn’t know what he’s talking about. [crosstalk 00:17:14].	https://www.rev.com/transcript-editor/shared/C-8bDp99BJeCjsjMD_TLZx3mzKMYLQlRNcIpn01gIDIitp25MT_XakH7HIktIkzYjsjgbemzC1JlO5zsFuPOVzteEGE?loadFrom=PastedDeeplink&ts=1012.75#	16:52	1012	21	185.714285714286	65
